Date, Open, High, Low, Close
02/23/04, 272.75, 275.05, 270.37, 272.75
02/20/04, 271.23, 274.43, 269.58, 271.23
02/19/04, 273.36, 276.54, 272.40, 273.36
02/18/04, 274.66, 275.87, 272.26, 274.66
02/17/04, 273.39, 274.30, 270.92, 273.39
02/13/04, 270.68, 272.86, 269.08, 270.68
02/12/04, 271.50, 273.83, 270.28, 271.50
02/11/04, 272.71, 273.79, 268.83, 272.71
02/10/04, 272.26, 272.87, 269.26, 272.26
02/09/04, 270.03, 270.53, 267.21, 270.03
02/06/04, 269.46, 270.25, 266.52, 269.46
02/05/04, 267.61, 270.92, 266.55, 267.61
02/04/04, 269.33, 271.87, 267.74, 269.33
02/03/04, 272.74, 273.42, 269.27, 272.74
02/02/04, 271.29, 273.81, 269.74, 271.29
01/30/04, 271.94, 273.49, 270.03, 271.94
01/29/04, 272.61, 275.08, 269.57, 272.61
01/28/04, 271.58, 274.83, 268.57, 271.58
01/27/04, 268.94, 271.45, 267.88, 268.94
01/26/04, 269.99, 271.77, 267.38, 269.99
01/23/04, 271.29, 274.09, 269.78, 271.29
01/22/04, 272.61, 274.83, 270.19, 272.61
01/21/04, 272.79, 273.24, 267.09, 272.79
01/20/04, 268.13, 268.66, 265.24, 268.13
01/16/04, 266.81, 268.18, 265.17, 266.81
01/15/04, 266.17, 268.77, 265.23, 266.17
01/14/04, 268.27, 268.96, 266.01, 268.27
01/13/04, 266.18, 267.78, 264.66, 266.18
01/12/04, 266.31, 268.22, 265.14, 266.31
01/09/04, 266.99, 269.00, 265.28, 266.99
01/08/04, 267.92, 269.38, 265.50, 267.92
01/07/04, 267.70, 268.27, 265.01, 267.70
01/06/04, 265.87, 266.90, 263.74, 265.87
01/05/04, 266.51, 268.54, 263.54, 266.51
01/02/04, 266.45, 269.29, 265.25, 266.45
12/31/03, 266.90, 268.48, 265.94, 266.90
12/30/03, 267.70, 268.55, 265.67, 267.70
12/29/03, 266.81, 267.33, 264.17, 266.81
12/26/03, 264.73, 265.99, 264.06, 264.73
12/24/03, 264.75, 266.04, 263.35, 264.75
12/23/03, 264.85, 265.52, 262.40, 264.85
12/22/03, 263.32, 263.61, 259.90, 263.32
12/19/03, 261.36, 262.89, 258.75, 261.36
12/18/03, 260.60, 261.57, 256.31, 260.60
12/17/03, 257.60, 258.02, 253.88, 257.60
12/16/03, 255.67, 256.86, 253.43, 255.67
12/15/03, 254.34, 256.94, 253.25, 254.34
12/12/03, 254.25, 255.46, 252.73, 254.25
12/11/03, 254.13, 255.32, 252.39, 254.13
12/10/03, 253.07, 254.92, 251.63, 253.07
12/09/03, 252.73, 256.72, 252.02, 252.73
12/08/03, 255.61, 256.30, 252.79, 255.61
12/05/03, 253.81, 256.68, 251.94, 253.81
12/04/03, 253.52, 254.37, 250.56, 253.52
12/03/03, 252.16, 254.77, 250.93, 252.16
12/02/03, 252.89, 254.37, 251.15, 252.89
12/01/03, 252.81, 253.38, 249.49, 252.81
11/28/03, 250.41, 251.47, 249.45, 250.41
11/26/03, 250.30, 250.89, 247.67, 250.30
11/25/03, 249.11, 250.12, 246.77, 249.11
11/24/03, 247.72, 248.96, 245.84, 247.72
11/21/03, 245.39, 246.75, 243.67, 245.39
11/20/03, 245.28, 248.69, 243.24, 245.28
11/19/03, 246.20, 247.91, 243.42, 246.20
11/18/03, 243.47, 248.12, 242.80, 243.47
11/17/03, 246.34, 248.53, 244.62, 246.34
11/14/03, 248.66, 250.58, 247.37, 248.66
11/13/03, 249.07, 250.13, 247.54, 249.07
11/12/03, 249.60, 251.03, 248.29, 249.60
11/11/03, 250.01, 250.95, 248.24, 250.01
11/10/03, 250.05, 251.77, 248.59, 250.05
11/07/03, 250.12, 252.47, 248.58, 250.12
11/06/03, 251.73, 253.07, 249.62, 251.73
11/05/03, 252.82, 254.13, 250.73, 252.82
11/04/03, 252.58, 255.18, 251.85, 252.58
11/03/03, 255.38, 256.24, 252.37, 255.38
10/31/03, 252.70, 255.42, 251.77, 252.70
10/30/03, 253.51, 254.68, 251.47, 253.51
10/29/03, 252.86, 253.96, 250.80, 252.86
10/28/03, 252.25, 253.10, 250.28, 252.25
10/27/03, 252.17, 255.63, 251.42, 252.17
10/24/03, 252.74, 253.64, 250.67, 252.74
10/23/03, 252.63, 254.31, 250.96, 252.63
10/22/03, 252.97, 254.40, 251.18, 252.97
10/21/03, 253.22, 255.37, 251.72, 253.22
10/20/03, 252.58, 253.63, 250.77, 252.58
10/17/03, 252.10, 254.40, 250.96, 252.10
10/16/03, 253.21, 254.30, 251.26, 253.21
10/15/03, 252.43, 254.97, 251.10, 252.43
10/14/03, 255.01, 255.63, 252.37, 255.01
10/13/03, 253.91, 255.26, 252.30, 253.91
10/10/03, 253.00, 254.55, 251.22, 253.00
10/09/03, 253.56, 255.44, 251.90, 253.56
10/08/03, 252.46, 254.40, 250.96, 252.46
10/07/03, 252.78, 254.22, 250.16, 252.78
10/06/03, 253.85, 254.51, 251.79, 253.85
10/03/03, 253.17, 256.12, 252.33, 253.17
10/02/03, 253.32, 254.41, 250.96, 253.32
10/01/03, 253.03, 253.40, 249.45, 253.03
09/30/03, 250.59, 252.72, 248.17, 250.59
09/29/03, 252.02, 252.02, 248.37, 252.02
09/26/03, 248.98, 249.86, 244.14, 248.98
09/25/03, 246.41, 248.13, 244.83, 246.41
09/24/03, 245.61, 248.83, 244.65, 245.61
09/23/03, 248.54, 249.73, 246.83, 248.54
09/22/03, 247.85, 249.81, 245.92, 247.85
09/19/03, 250.11, 250.76, 247.57, 250.11
09/18/03, 249.23, 249.78, 245.60, 249.23
09/17/03, 245.09, 247.05, 243.96, 245.09
09/16/03, 246.31, 247.25, 243.48, 246.31
09/15/03, 244.21, 246.13, 242.40, 244.21
09/12/03, 245.71, 246.17, 241.65, 245.71
09/11/03, 243.98, 247.12, 243.34, 243.98
09/10/03, 245.05, 246.45, 242.92, 245.05
09/09/03, 244.16, 246.40, 242.93, 244.16
09/08/03, 245.74, 246.33, 243.01, 245.74
09/05/03, 243.53, 244.94, 241.74, 243.53
09/04/03, 244.34, 245.74, 242.44, 244.34
09/03/03, 244.84, 246.03, 242.37, 244.84
09/02/03, 243.47, 243.81, 238.32, 243.47
08/29/03, 239.57, 239.77, 236.69, 239.57
08/28/03, 238.69, 239.64, 236.90, 238.69
08/27/03, 238.74, 239.66, 237.08, 238.74
08/26/03, 238.80, 239.67, 236.23, 238.80
08/25/03, 238.09, 238.63, 235.47, 238.09
08/22/03, 236.30, 239.89, 235.39, 236.30
08/21/03, 239.31, 241.63, 237.08, 239.31
08/20/03, 239.08, 239.91, 235.40, 239.08
08/19/03, 236.03, 237.88, 234.29, 236.03
08/18/03, 236.10, 237.61, 233.94, 236.10
08/15/03, 237.47, 238.98, 235.41, 237.47
08/14/03, 237.96, 239.08, 236.14, 237.96
08/13/03, 237.94, 239.83, 236.18, 237.94
08/12/03, 238.67, 238.84, 234.87, 238.67
08/11/03, 235.88, 237.48, 234.25, 235.88
08/08/03, 236.16, 236.87, 233.63, 236.16
08/07/03, 234.48, 235.28, 231.61, 234.48
08/06/03, 233.16, 234.58, 228.79, 233.16
08/05/03, 231.12, 236.28, 229.97, 231.12
08/04/03, 235.03, 236.20, 230.95, 235.03
08/01/03, 234.54, 236.59, 233.06, 234.54
07/31/03, 235.93, 238.59, 234.31, 235.93
07/30/03, 235.40, 238.38, 234.08, 235.40
07/29/03, 235.56, 238.00, 234.06, 235.56
07/28/03, 235.75, 238.40, 234.69, 235.75
07/25/03, 237.51, 239.26, 234.97, 237.51
07/24/03, 236.44, 239.18, 234.89, 236.44
07/23/03, 235.84, 239.15, 235.01, 235.84
07/22/03, 237.92, 238.73, 233.29, 237.92
07/21/03, 233.56, 238.17, 232.62, 233.56
07/18/03, 237.59, 238.42, 234.05, 237.59
07/17/03, 233.67, 235.57, 231.77, 233.67
07/16/03, 234.70, 239.28, 232.83, 234.70
07/15/03, 238.63, 243.12, 238.03, 238.63
07/14/03, 242.01, 245.54, 241.22, 242.01
07/11/03, 242.35, 243.21, 239.93, 242.35
07/10/03, 240.58, 244.80, 239.16, 240.58
07/09/03, 245.31, 248.58, 244.41, 245.31
07/08/03, 247.33, 249.97, 246.16, 247.33
07/07/03, 249.50, 252.42, 248.47, 249.50
07/03/03, 249.57, 251.99, 248.42, 249.57
07/02/03, 251.49, 252.47, 248.64, 251.49
07/01/03, 250.22, 251.90, 246.66, 250.22
06/30/03, 250.99, 252.56, 249.15, 250.99
06/27/03, 249.52, 253.14, 248.56, 249.52
06/26/03, 252.13, 253.59, 249.26, 252.13
06/25/03, 250.50, 254.58, 249.60, 250.50
06/24/03, 250.51, 252.89, 248.42, 250.51
06/23/03, 251.47, 255.43, 249.99, 251.47
06/20/03, 254.37, 258.13, 252.89, 254.37
06/19/03, 253.94, 256.24, 251.83, 253.94
06/18/03, 253.04, 254.15, 250.17, 253.04
06/17/03, 252.57, 256.65, 250.92, 252.57
06/16/03, 255.00, 255.47, 250.32, 255.00
06/13/03, 249.01, 253.42, 247.65, 249.01
06/12/03, 252.19, 253.03, 247.64, 252.19
06/11/03, 248.80, 249.59, 245.63, 248.80
06/10/03, 246.95, 248.69, 244.24, 246.95
06/09/03, 245.61, 247.92, 244.05, 245.61
06/06/03, 246.27, 251.57, 245.37, 246.27
06/05/03, 248.18, 251.67, 246.86, 248.18
06/04/03, 251.41, 252.62, 247.88, 251.41
06/03/03, 249.01, 250.01, 246.00, 249.01
06/02/03, 247.69, 249.98, 245.71, 247.69
05/30/03, 245.63, 246.94, 242.07, 245.63
05/29/03, 242.08, 249.43, 240.02, 242.08
05/28/03, 247.11, 249.97, 245.73, 247.11
05/27/03, 248.80, 249.84, 242.89, 248.80
05/23/03, 244.90, 247.30, 237.32, 244.90
05/22/03, 236.48, 237.54, 231.98, 236.48
05/21/03, 232.59, 234.21, 229.95, 232.59
05/20/03, 233.09, 234.53, 230.97, 233.09
05/19/03, 231.47, 234.50, 230.21, 231.47
05/16/03, 235.08, 236.21, 229.85, 235.08
05/15/03, 230.65, 231.43, 226.32, 230.65
05/14/03, 226.75, 228.40, 224.27, 226.75
05/13/03, 226.10, 227.53, 224.20, 226.10
05/12/03, 226.21, 227.84, 223.64, 226.21
05/09/03, 225.62, 226.47, 223.17, 225.62
05/08/03, 223.95, 225.41, 222.25, 223.95
05/07/03, 224.71, 225.98, 222.26, 224.71
05/06/03, 225.12, 226.63, 223.48, 225.12
05/05/03, 225.11, 226.51, 222.72, 225.11
05/02/03, 224.59, 225.48, 221.29, 224.59
05/01/03, 222.81, 225.78, 220.18, 222.81
04/30/03, 224.85, 226.59, 222.21, 224.85
04/29/03, 224.20, 226.68, 222.50, 224.20
04/28/03, 224.69, 225.59, 221.33, 224.69
04/25/03, 221.47, 224.42, 220.23, 221.47
04/24/03, 223.06, 224.76, 218.73, 223.06
